,msla,msla (orig),trend,msla (detrend)
1990-07-31,-7.766666666666666,-2.8,-9.07731103072264,1.3106443640559746
1990-08-31,-7.025000000000006,-2.7,-9.02188430079675,1.9968843007967436
1990-09-30,-10.899999999999991,-7.0,-8.966457570870865,-1.933542429129126
1990-10-31,-9.916666666666671,-6.4,-8.911030840944981,-1.00563582572169
1990-11-30,-14.441666666666677,-8.6,-8.85560411101909,-5.586062555647587
1990-12-31,-16.45833333333333,-10.4,-8.800177381093206,-7.658155952240122
1991-01-31,-18.258333333333333,-10.2,-8.744750651167323,-9.51358268216601
1991-02-28,-9.025000000000006,-3.9,-8.689323921241431,-0.3356760787585742
1991-03-31,,,-8.633897191315548,
1991-04-30,,,-8.578470461389664,
1991-05-31,-18.608333333333334,-13.4,-8.52304373146378,-10.085289601869555
1991-06-30,-20.09166666666666,-15.1,-8.467617001537889,-11.624049665128773
1991-07-31,-17.46666666666667,-12.5,-8.412190271612005,-9.054476395054664
1991-08-31,-12.424999999999997,-8.1,-8.35676354168612,-4.068236458313876
1991-09-30,-19.599999999999994,-15.7,-8.30133681176023,-11.298663188239765
1991-10-31,-20.116666666666674,-16.6,-8.245910081834346,-11.870756584832328
1991-11-30,-26.441666666666677,-20.6,-8.190483351908462,-18.251183314758215
1991-12-31,-32.258333333333326,-26.2,-8.13505662198257,-24.123276711350755
1992-01-31,-35.958333333333336,-27.9,-8.079629892056687,-27.87870344127665
1992-02-29,-22.725,-17.6,-8.024203162130803,-14.700796837869198
1992-03-31,-19.083333333333343,-14.7,-7.968776432204912,-11.11455690112843
1992-04-30,-12.49166666666666,-8.2,-7.913349702279028,-4.578316964387632
1992-05-31,-9.708333333333329,-4.5,-7.857922972353144,-1.8504103609801845
1992-06-30,-12.391666666666666,-7.4,-7.802496242427253,-4.589170424239413
1992-07-31,-10.166666666666671,-5.2,-7.747069512501369,-2.4195971541653023
1992-08-31,-7.424999999999997,-3.1,-7.691642782575485,0.266642782575488
1992-09-30,-8.399999999999991,-4.5,-7.636216052649594,-0.7637839473503973
1992-10-31,-5.616666666666674,-2.1,-7.58078932272371,1.964122656057036
1992-11-30,-8.341666666666683,-2.5,-7.525362592797826,-0.8163040738688565
1992-12-31,-10.658333333333331,-4.6,-7.469935862871935,-3.188397470461396
1993-01-31,-10.858333333333334,-2.8,-7.414509132946051,-3.443824200387283
1993-02-28,-9.924999999999997,-4.8,-7.359082403020167,-2.56591759697983
1993-03-31,-11.983333333333334,-7.6,-7.303655673094276,-4.679677660239058
1993-04-30,-12.99166666666666,-8.7,-7.248228943168392,-5.743437723498268
1993-05-31,-14.408333333333331,-9.2,-7.1928022132425085,-7.215531120090823
1993-06-30,-10.091666666666669,-5.1,-7.137375483316617,-2.954291183350051
1993-07-31,-9.166666666666671,-4.2,-7.0819487533907335,-2.084717913275938
1993-08-31,-13.625,-9.3,-7.0265220234648496,-6.5984779765351504
1993-09-30,-14.5,-10.6,-6.9710952935389585,-7.5289047064610415
1993-10-31,-15.616666666666674,-12.1,-6.915668563613075,-8.7009981030536
1993-11-30,-15.841666666666683,-10.0,-6.860241833687191,-8.981424832979492
1993-12-31,-14.858333333333327,-8.8,-6.8048151037613,-8.053518229572028
1994-01-31,-14.25833333333334,-6.2,-6.749388373835416,-7.508944959497924
1994-02-28,-5.525000000000006,-0.4,-6.693961643909532,1.168961643909526
1994-03-31,-4.483333333333334,-0.1,-6.638534913983641,2.1552015806503064
1994-04-30,-5.791666666666671,-1.5,-6.583108184057757,0.7914415173910854
1994-05-31,-10.708333333333329,-5.5,-6.527681454131873,-4.180651879201456
1994-06-30,-11.191666666666663,-6.2,-6.472254724205982,-4.719411942460681
1994-07-31,-12.566666666666663,-7.6,-6.416827994280098,-6.149838672386565
1994-08-31,-14.924999999999997,-10.6,-6.361401264354214,-8.563598735645783
1994-09-30,-14.599999999999994,-10.7,-6.305974534428323,-8.294025465571671
1994-10-31,-11.01666666666668,-7.5,-6.250547804502439,-4.766118862164241
1994-11-30,-18.341666666666676,-12.5,-6.195121074576555,-12.14654559209012
1994-12-31,-19.15833333333333,-13.1,-6.139694344650664,-13.018638988682667
1995-01-31,-20.65833333333333,-12.6,-6.08426761472478,-14.574065718608551
1995-02-28,-9.525000000000006,-4.4,-6.028840884798896,-3.4961591152011096
1995-03-31,-7.783333333333346,-3.4,-5.973414154873012,-1.8099191784603335
1995-04-30,-10.191666666666663,-5.9,-5.917987424947121,-4.273679241719542
1995-05-31,-9.608333333333334,-4.4,-5.862560695021237,-3.745772638312097
1995-06-30,-8.191666666666663,-3.2,-5.807133965095353,-2.3845327015713096
1995-07-31,-9.86666666666666,-4.9,-5.751707235169462,-4.114959431497198
1995-08-31,-4.724999999999994,-0.4,-5.696280505243578,0.971280505243584
1995-09-30,1.7999999999999972,5.7,-5.640853775317694,7.4408537753176915
1995-10-31,6.583333333333329,10.1,-5.585427045391803,12.168760378725132
1995-11-30,-7.841666666666683,-2.0,-5.530000315465919,-2.3116663512007634
1995-12-31,0.041666666666671404,6.1,-5.4745735855400355,5.516240252206707
1996-01-31,-4.858333333333334,3.2,-5.419146855614144,0.5608135222808102
1996-02-29,1.875,7.0,-5.3637201256882605,7.2387201256882605
1996-03-31,1.7166666666666544,6.1,-5.308293395762377,7.024960062429031
1996-04-30,-6.291666666666671,-2.0,-5.252866665836493,-1.0388000008301788
1996-05-31,-4.50833333333334,0.7,-5.1974399359105945,0.6891066025772545
1996-06-30,-4.49166666666666,0.5,-5.142013205984711,0.6503465393180505
1996-07-31,-4.466666666666669,0.5,-5.086586476058827,0.6199198093921581
1996-08-31,-0.125,4.2,-5.031159746132943,4.906159746132943
1996-09-30,6.200000000000003,10.1,-4.975733016207059,11.175733016207062
1996-10-31,2.5833333333333286,6.1,-4.920306286281175,7.503639619614503
1996-11-30,4.758333333333326,10.6,-4.864879556355277,9.623212889688602
1996-12-31,3.8416666666666686,9.9,-4.809452826429393,8.651119493096061
1997-01-31,-3.4583333333333286,4.6,-4.754026096503509,1.2956927631701802
1997-02-28,-0.9249999999999972,4.2,-4.698599366577625,3.7735993665776277
1997-03-31,0.3166666666666629,4.7,-4.643172636651741,4.959839303318404
1997-04-30,-10.99166666666666,-6.7,-4.587745906725857,-6.403920759940803
1997-05-31,-16.108333333333334,-10.9,-4.532319176799973,-11.576014156533361
1997-06-30,-23.49166666666666,-18.5,-4.476892446874075,-19.014774219792585
1997-07-31,-23.666666666666664,-18.7,-4.421465716948191,-19.245200949718473
1997-08-31,-21.025,-16.7,-4.366038987022307,-16.65896101297769
1997-09-30,-24.9,-21.0,-4.310612257096423,-20.589387742903575
1997-10-31,-27.316666666666677,-23.8,-4.255185527170539,-23.061481139496138
1997-11-30,-37.14166666666668,-31.3,-4.199758797244655,-32.941907869422025
1997-12-31,-37.55833333333333,-31.5,-4.144332067318757,-33.41400126601457
1998-01-31,-29.958333333333336,-21.9,-4.088905337392873,-25.869427995940462
1998-02-28,-23.925000000000004,-18.8,-4.033478607466989,-19.891521392533015
1998-03-31,-14.483333333333334,-10.1,-3.9780518775411053,-10.505281455792229
1998-04-30,-1.99166666666666,2.3,-3.9226251476152214,1.9309584809485614
1998-05-31,-2.2083333333333286,3.0,-3.8671984176893375,1.6588650843560089
1998-06-30,2.50833333333334,7.5,-3.8117716877634393,6.320105021096779
1998-07-31,4.333333333333329,9.3,-3.7563449578375554,8.089678291170884
1998-08-31,3.2750000000000057,7.6,-3.7009182279116715,6.975918227911677
